SN,Train_No,Station_Code,1A,2A,3A,SL,Station_Name,Route_Number,Arrival_time,Departure_Time,Distance,Arrival_Minutes,Departure_Minutes,Arrival_Formatted,Departure_Formatted
7,73426,MSDN,235,208,181,154,MASUDAN,1,22:45:00,22:46:00,27,1365.0,1366.0,22:45,22:46
8,73426,DRH,265,232,199,166,DHARHARA,1,22:52:00,22:53:00,33,1372.0,1373.0,22:52,22:53
9,73426,DRTP,290,252,214,176,DASHARATHPUR,1,22:59:00,23:00:00,38,1379.0,1380.0,22:59,23:00
10,73426,JMP,325,280,235,190,JAMALPUR JN.,1,23:15:00,23:15:00,45,1395.0,1395.0,23:15,23:15
1,73427,JMP,100,100,100,100,JAMALPUR JN.,1,03:10:00,03:10:00,0,190.0,190.0,03:10,03:10
2,73427,DRTP,130,124,118,112,DASHARATHPUR,1,03:17:00,03:18:00,6,197.0,198.0,03:17,03:18
3,73427,DRH,155,144,133,122,DHARHARA,1,03:23:00,03:24:00,11,203.0,204.0,03:23,03:24
4,73427,MSDN,185,168,151,134,MASUDAN,1,03:31:00,03:32:00,17,211.0,212.0,03:31,03:32
5,73427,AHA,205,184,163,142,ABHAIPUR,1,03:37:00,03:38:00,21,217.0,218.0,03:37,03:38
6,73427,KJH,245,216,187,158,KAJRA,1,03:45:00,03:46:00,29,225.0,226.0,03:45,03:46
7,73427,UREN,265,232,199,166,UREN,1,03:51:00,03:52:00,33,231.0,232.0,03:51,03:52
8,73427,PWBN,280,244,208,172,PAWAI BROHMA,1,03:56:00,03:57:00,36,236.0,237.0,03:56,03:57
9,73427,DNRE,295,256,217,178,DHANAURI,1,04:03:00,04:04:00,39,243.0,244.0,04:03,04:04
10,73427,RMPR,310,268,226,184,RAMPUR  HALT,1,04:10:00,04:11:00,42,250.0,251.0,04:10,04:11
11,73427,KIUL,325,280,235,190,KIUL JN.,1,04:40:00,04:40:00,45,280.0,280.0,04:40,04:40
1,73428,KIUL,100,100,100,100,KIUL JN.,1,05:30:00,05:30:00,0,330.0,330.0,05:30,05:30
2,73428,RMPR,110,108,106,104,RAMPUR  HALT,1,05:36:00,05:37:00,2,336.0,337.0,05:36,05:37
3,73428,DNRE,125,120,115,110,DHANAURI,1,05:44:00,05:45:00,5,344.0,345.0,05:44,05:45
4,73428,PWBN,140,132,124,116,PAWAI BROHMA,1,05:51:00,05:52:00,8,351.0,352.0,05:51,05:52
5,73428,UREN,155,144,133,122,UREN,1,05:56:00,05:57:00,11,356.0,357.0,05:56,05:57
6,73428,KJH,175,160,145,130,KAJRA,1,06:03:00,06:04:00,15,363.0,364.0,06:03,06:04
7,73428,AHA,215,192,169,146,ABHAIPUR,1,06:13:00,06:14:00,23,373.0,374.0,06:13,06:14
8,73428,MSDN,235,208,181,154,MASUDAN,1,06:20:00,06:21:00,27,380.0,381.0,06:20,06:21
9,73428,DRH,265,232,199,166,DHARHARA,1,06:28:00,06:29:00,33,388.0,389.0,06:28,06:29
10,73428,DRTP,290,252,214,176,DASHARATHPUR,1,06:36:00,06:37:00,38,396.0,397.0,06:36,06:37
11,73428,JMP,325,280,235,190,JAMALPUR JN.,1,06:48:00,06:48:00,45,408.0,408.0,06:48,06:48
1,73429,BGP,100,100,100,100,BHAGALPUR,1,12:25:00,12:25:00,0,745.0,745.0,12:25,12:25
2,73429,NAT,115,112,109,106,NATHNAGAR,1,12:31:00,12:32:00,3,751.0,752.0,12:31,12:32
3,73429,AKN,170,156,142,128,AKBARNAGAR,1,12:43:00,12:44:00,14,763.0,764.0,12:43,12:44
4,73429,MVV,190,172,154,136,MAHESHI,1,12:49:00,12:50:00,18,769.0,770.0,12:49,12:50
5,73429,SGG,190,172,154,136,SULTANGANJ,1,12:56:00,12:57:00,18,776.0,777.0,12:56,12:57
6,73429,GNNA,225,200,175,150,GANGANIA,1,13:05:00,13:06:00,25,785.0,786.0,13:05,13:06
7,73429,KAPP,240,212,184,156,KHARIAPIPRA,1,13:10:00,13:11:00,28,790.0,791.0,13:10,13:11
8,73429,GOG,245,216,187,158,GHORGHAT HAL,1,13:16:00,13:17:00,29,796.0,797.0,13:16,13:17
9,73429,KPRD,255,224,193,162,KALYANPUR RO,1,13:20:00,13:21:00,31,800.0,801.0,13:20,13:21
10,73429,BUP,280,244,208,172,BARIARPUR,1,13:29:00,13:30:00,36,809.0,810.0,13:29,13:30
11,73429,RPUR,300,260,220,180,RATANPUR,1,13:35:00,13:36:00,40,815.0,816.0,13:35,13:36
12,73429,PATM,310,268,226,184,PATAM,1,13:41:00,13:42:00,42,821.0,822.0,13:41,13:42
13,73429,JMP,335,288,241,194,JAMALPUR JN.,1,13:50:00,13:50:00,47,830.0,830.0,13:50,13:50
1,73430,JMP,100,100,100,100,JAMALPUR JN.,1,10:38:00,10:38:00,0,638.0,638.0,10:38,10:38
2,73430,PATM,120,116,112,108,PATAM,1,10:43:00,10:44:00,4,643.0,644.0,10:43,10:44
3,73430,RPUR,130,124,118,112,RATANPUR,1,10:49:00,10:50:00,6,649.0,650.0,10:49,10:50
4,73430,BUP,150,140,130,120,BARIARPUR,1,10:55:00,10:56:00,10,655.0,656.0,10:55,10:56
5,73430,KPRD,175,160,145,130,KALYANPUR RO,1,11:03:00,11:04:00,15,663.0,664.0,11:03,11:04
6,73430,GOG,185,168,151,134,GHORGHAT HAL,1,11:07:00,11:08:00,17,667.0,668.0,11:07,11:08
7,73430,KAPP,190,172,154,136,KHARIAPIPRA,1,11:13:00,11:14:00,18,673.0,674.0,11:13,11:14
8,73430,GNNA,205,184,163,142,GANGANIA,1,11:18:00,11:19:00,21,678.0,679.0,11:18,11:19
9,73430,SGG,240,212,184,156,SULTANGANJ,1,11:26:00,11:27:00,28,686.0,687.0,11:26,11:27
10,73430,MVV,240,212,184,156,MAHESHI,1,11:33:00,11:34:00,28,693.0,694.0,11:33,11:34
11,73430,AKN,265,232,199,166,AKBARNAGAR,1,11:39:00,11:40:00,33,699.0,700.0,11:39,11:40
12,73430,MPY,290,252,214,176,MURARPUR HAL,1,11:45:00,11:46:00,38,705.0,706.0,11:45,11:46
13,73430,NAT,315,272,229,186,NATHNAGAR,1,11:51:00,11:52:00,43,711.0,712.0,11:51,11:52
14,73430,BGP,335,288,241,194,BHAGALPUR,1,12:05:00,12:05:00,47,725.0,725.0,12:05,12:05
1,73451,TIL,100,100,100,100,TILRATH,1,07:05:00,07:05:00,0,425.0,425.0,07:05,07:05
2,73451,BGS,135,128,121,114,BEGU SARAI,1,07:12:00,07:13:00,7,432.0,433.0,07:12,07:13
3,73451,LAK,170,156,142,128,LAKHO,1,07:21:00,07:22:00,14,441.0,442.0,07:21,07:22
4,73451,DPL,195,176,157,138,DANAULI PHUL,1,07:28:00,07:29:00,19,448.0,449.0,07:28,07:29
5,73451,LKN,220,196,172,148,LAKHMINIA,1,07:34:00,07:35:00,24,454.0,455.0,07:34,07:35
6,73451,SANH,250,220,190,160,SANHA HALT,1,07:40:00,07:41:00,30,460.0,461.0,07:40,07:41
7,73451,SKJ,270,236,202,168,SAHIBPUR KAM,1,07:47:00,07:48:00,34,467.0,468.0,07:47,07:48
8,73451,SBDP,295,256,217,178,SABDALPUR JN,1,08:05:00,08:06:00,39,485.0,486.0,08:05,08:06
9,73451,MGR,335,288,241,194,MONGHYR,1,08:29:00,08:30:00,47,509.0,510.0,08:29,08:30
10,73451,JMP,380,324,268,212,JAMALPUR JN.,1,08:50:00,08:50:00,56,530.0,530.0,08:50,08:50
1,73452,JMP,100,100,100,100,JAMALPUR JN.,1,05:00:00,05:00:00,0,300.0,300.0,05:00,05:00
2,73452,MGR,145,136,127,118,MONGHYR,1,05:15:00,05:16:00,9,315.0,316.0,05:15,05:16
3,73452,SBDP,180,164,148,132,SABDALPUR JN,1,05:29:00,05:30:00,16,329.0,330.0,05:29,05:30
4,73452,SKJ,210,188,166,144,SAHIBPUR KAM,1,05:44:00,05:45:00,22,344.0,345.0,05:44,05:45
5,73452,SANH,225,200,175,150,SANHA HALT,1,05:52:00,05:53:00,25,352.0,353.0,05:52,05:53
6,73452,LKN,255,224,193,162,LAKHMINIA,1,05:58:00,05:59:00,31,358.0,359.0,05:58,05:59
7,73452,DPL,280,244,208,172,DANAULI PHUL,1,06:04:00,06:05:00,36,364.0,365.0,06:04,06:05
8,73452,LAK,305,264,223,182,LAKHO,1,06:11:00,06:12:00,41,371.0,372.0,06:11,06:12
9,73452,BGS,345,296,247,198,BEGU SARAI,1,06:18:00,06:20:00,49,378.0,380.0,06:18,06:20
10,73452,TIL,380,324,268,212,TILRATH,1,06:45:00,06:45:00,56,405.0,405.0,06:45,06:45
1,73453,TIL,100,100,100,100,TILRATH,1,15:12:00,15:12:00,0,912.0,912.0,15:12,15:12
2,73453,BGS,135,128,121,114,BEGU SARAI,1,15:25:00,15:26:00,7,925.0,926.0,15:25,15:26
3,73453,LAK,170,156,142,128,LAKHO,1,15:33:00,15:34:00,14,933.0,934.0,15:33,15:34
4,73453,DPL,195,176,157,138,DANAULI PHUL,1,15:40:00,15:41:00,19,940.0,941.0,15:40,15:41
5,73453,LKN,220,196,172,148,LAKHMINIA,1,15:48:00,15:49:00,24,948.0,949.0,15:48,15:49
6,73453,SANH,250,220,190,160,SANHA HALT,1,15:56:00,15:57:00,30,956.0,957.0,15:56,15:57
7,73453,SKJ,270,236,202,168,SAHIBPUR KAM,1,16:01:00,16:02:00,34,961.0,962.0,16:01,16:02
8,73453,SBDP,295,256,217,178,SABDALPUR JN,1,16:14:00,16:15:00,39,974.0,975.0,16:14,16:15
9,73453,MGR,335,288,241,194,MONGHYR,1,16:24:00,16:25:00,47,984.0,985.0,16:24,16:25
10,73453,JMP,380,324,268,212,JAMALPUR JN.,1,16:45:00,16:45:00,56,1005.0,1005.0,16:45,16:45
1,73454,JMP,100,100,100,100,JAMALPUR JN.,1,13:00:00,13:00:00,0,780.0,780.0,13:00,13:00
2,73454,MGR,145,136,127,118,MONGHYR,1,13:15:00,13:16:00,9,795.0,796.0,13:15,13:16
3,73454,SBDP,180,164,148,132,SABDALPUR JN,1,13:29:00,13:30:00,16,809.0,810.0,13:29,13:30
4,73454,SKJ,210,188,166,144,SAHIBPUR KAM,1,13:45:00,13:46:00,22,825.0,826.0,13:45,13:46
5,73454,SANH,225,200,175,150,SANHA HALT,1,13:53:00,13:54:00,25,833.0,834.0,13:53,13:54
6,73454,LKN,255,224,193,162,LAKHMINIA,1,14:00:00,14:01:00,31,840.0,841.0,14:00,14:01
7,73454,DPL,280,244,208,172,DANAULI PHUL,1,14:07:00,14:08:00,36,847.0,848.0,14:07,14:08
8,73454,LAK,305,264,223,182,LAKHO,1,14:15:00,14:16:00,41,855.0,856.0,14:15,14:16
9,73454,BGS,345,296,247,198,BEGU SARAI,1,14:22:00,14:24:00,49,862.0,864.0,14:22,14:24
10,73454,TIL,380,324,268,212,TILRATH,1,14:45:00,14:45:00,56,885.0,885.0,14:45,14:45
1,73461,KGG,100,100,100,100,KHAGARIA JN.,1,10:35:00,10:35:00,0,635.0,635.0,10:35,10:35
2,73461,UMNR,135,128,121,114,UMESHNAGAR,1,10:45:00,10:46:00,7,645.0,646.0,10:45,10:46
3,73461,SBDP,155,144,133,122,SABDALPUR JN,1,10:59:00,11:00:00,11,659.0,660.0,10:59,11:00
4,73461,MGR,190,172,154,136,MONGHYR,1,11:14:00,11:15:00,18,674.0,675.0,11:14,11:15
5,73461,JMP,240,212,184,156,JAMALPUR JN.,1,11:35:00,11:35:00,28,695.0,695.0,11:35,11:35
1,73462,JMP,100,100,100,100,JAMALPUR JN.,1,09:15:00,09:15:00,0,555.0,555.0,09:15,09:15
2,73462,MGR,145,136,127,118,MONGHYR,1,09:29:00,09:30:00,9,569.0,570.0,09:29,09:30
3,73462,SBDP,180,164,148,132,SABDALPUR JN,1,09:42:00,09:43:00,16,582.0,583.0,09:42,09:43
4,73462,UMNR,205,184,163,142,UMESHNAGAR,1,09:56:00,09:57:00,21,596.0,597.0,09:56,09:57
5,73462,KGG,240,212,184,156,KHAGARIA JN.,1,10:15:00,10:15:00,28,615.0,615.0,10:15,10:15
1,73463,KGG,100,100,100,100,KHAGARIA JN.,1,18:30:00,18:30:00,0,1110.0,1110.0,18:30,18:30
2,73463,UMNR,135,128,121,114,UMESHNAGAR,1,18:40:00,18:41:00,7,1120.0,1121.0,18:40,18:41
3,73463,SBDP,155,144,133,122,SABDALPUR JN,1,18:53:00,18:54:00,11,1133.0,1134.0,18:53,18:54
4,73463,MGR,190,172,154,136,MONGHYR,1,19:08:00,19:10:00,18,1148.0,1150.0,19:08,19:10
5,73463,JMP,240,212,184,156,JAMALPUR JN.,1,19:30:00,19:30:00,28,1170.0,1170.0,19:30,19:30
1,73464,JMP,100,100,100,100,JAMALPUR JN.,1,17:10:00,17:10:00,0,1030.0,1030.0,17:10,17:10
2,73464,MGR,145,136,127,118,MONGHYR,1,17:26:00,17:28:00,9,1046.0,1048.0,17:26,17:28
3,73464,SBDP,180,164,148,132,SABDALPUR JN,1,17:38:00,17:39:00,16,1058.0,1059.0,17:38,17:39
4,73464,UMNR,205,184,163,142,UMESHNAGAR,1,17:45:00,17:46:00,21,1065.0,1066.0,17:45,17:46
5,73464,KGG,240,212,184,156,KHAGARIA JN.,1,18:10:00,18:10:00,28,1090.0,1090.0,18:10,18:10
1,73538,JSME,100,100,100,100,JASIDIH JN.,1,14:25:00,14:25:00,0,865.0,865.0,14:25,14:25
2,73538,KBQ,125,120,115,110,KUMRABAD ROH,1,14:31:00,14:32:00,5,871.0,872.0,14:31,14:32
3,73538,SNQ,140,132,124,116,SANKARPUR,1,14:36:00,14:37:00,8,876.0,877.0,14:36,14:37
4,73538,MUW,185,168,151,134,MATHURA PUR,1,14:43:00,14:44:00,17,883.0,884.0,14:43,14:44
5,73538,MDP,240,212,184,156,MADHUPUR JN.,1,14:57:00,14:59:00,28,897.0,899.0,14:57,14:59
6,73538,JRW,290,252,214,176,JORAMOW,1,15:07:00,15:08:00,38,907.0,908.0,15:07,15:08
7,73538,MNC,315,272,229,186,MADANKATA,1,15:13:00,15:14:00,43,913.0,914.0,15:13,15:14
8,73538,VDS,360,308,256,204,VIDYASAGAR,1,15:22:00,15:23:00,52,922.0,923.0,15:22,15:23
9,73538,KEE,410,348,286,224,KASEETAR,1,15:31:00,15:32:00,62,931.0,932.0,15:31,15:32
10,73538,JMT,455,384,313,242,JAMTARA,1,15:39:00,15:40:00,71,939.0,940.0,15:39,15:40
11,73538,CRJ,525,440,355,270,CHITTARANJAN,1,15:54:00,15:55:00,85,954.0,955.0,15:54,15:55
12,73538,RNPR,545,456,367,278,RUPNARAYANPU,1,16:00:00,16:01:00,89,960.0,961.0,16:00,16:01
13,73538,SLS,585,488,391,294,SALANPUR,1,16:07:00,16:08:00,97,967.0,968.0,16:07,16:08
14,73538,STN,605,504,403,302,SITARAMPUR J,1,16:20:00,16:22:00,101,980.0,982.0,16:20,16:22
15,73538,BBI,625,520,415,310,BARA BANI,1,16:51:00,16:52:00,105,1011.0,1012.0,16:51,16:52
16,73538,TOP,705,584,463,342,TAPASI,1,17:30:00,17:31:00,121,1050.0,1051.0,17:30,17:31
17,73538,SSCR,725,600,475,350,SONACHARA  S,1,17:40:00,17:41:00,125,1060.0,1061.0,17:40,17:41
18,73538,UDL,760,628,496,364,ANDAL JN.,1,18:10:00,18:10:00,132,1090.0,1090.0,18:10,18:10
1,73539,UDL,100,100,100,100,ANDAL JN.,1,00:00:00,06:35:00,0,0.0,395.0,00:00,06:35
2,73539,SSCR,135,128,121,114,SONACHARA  S,1,06:48:00,06:49:00,7,408.0,409.0,06:48,06:49
3,73539,TOP,155,144,133,122,TAPASI,1,06:59:00,07:00:00,11,419.0,420.0,06:59,07:00
4,73539,BBI,230,204,178,152,BARA BANI,1,07:39:00,07:40:00,26,459.0,460.0,07:39,07:40
5,73539,STN,255,224,193,162,SITARAMPUR J,1,08:18:00,08:20:00,31,498.0,500.0,08:18,08:20
6,73539,SLS,275,240,205,170,SALANPUR,1,08:26:00,08:27:00,35,506.0,507.0,08:26,08:27
7,73539,RNPR,310,268,226,184,RUPNARAYANPU,1,08:33:00,08:34:00,42,513.0,514.0,08:33,08:34
8,73539,CRJ,335,288,241,194,CHITTARANJAN,1,08:39:00,08:40:00,47,519.0,520.0,08:39,08:40
9,73539,JMT,405,344,283,222,JAMTARA,1,08:52:00,08:53:00,61,532.0,533.0,08:52,08:53
10,73539,KEE,450,380,310,240,KASEETAR,1,09:01:00,09:02:00,70,541.0,542.0,09:01,09:02
11,73539,VDS,495,416,337,258,VIDYASAGAR,1,09:10:00,09:11:00,79,550.0,551.0,09:10,09:11
12,73539,MNC,545,456,367,278,MADANKATA,1,09:19:00,09:20:00,89,559.0,560.0,09:19,09:20
13,73539,JRW,570,476,382,288,JORAMOW,1,09:25:00,09:26:00,94,565.0,566.0,09:25,09:26
14,73539,MDP,615,512,409,306,MADHUPUR JN.,1,09:34:00,09:36:00,103,574.0,576.0,09:34,09:36
15,73539,MUW,675,560,445,330,MATHURA PUR,1,09:47:00,09:48:00,115,587.0,588.0,09:47,09:48
16,73539,SNQ,720,596,472,348,SANKARPUR,1,09:55:00,09:56:00,124,595.0,596.0,09:55,09:56
17,73539,KBQ,735,608,481,354,KUMRABAD ROH,1,10:00:00,10:01:00,127,600.0,601.0,10:00,10:01
18,73539,JSME,760,628,496,364,JASIDIH JN.,1,10:15:00,00:00:00,132,615.0,0.0,10:15,00:00
1,73581,JSME,100,100,100,100,JASIDIH JN.,1,10:25:00,10:25:00,0,625.0,625.0,10:25,10:25
2,73581,DGHR,130,124,118,112,DEOGHAR,1,10:33:00,10:34:00,6,633.0,634.0,10:33,10:34
3,73581,NNWH,160,148,136,124,NEW NAWADIH,1,10:43:00,10:44:00,12,643.0,644.0,10:43,10:44
4,73581,CNDN,200,180,160,140,CHANDAN,1,10:53:00,10:54:00,20,653.0,654.0,10:53,10:54
5,73581,BHAU,235,208,181,154,BHALUA,1,11:07:00,11:08:00,27,667.0,668.0,11:07,11:08
6,73581,KTOR,280,244,208,172,KATORIYA,1,11:21:00,11:22:00,36,681.0,682.0,11:21,11:22
7,73581,KARJ,330,284,238,192,KARJHAUSA,1,11:38:00,11:39:00,46,698.0,699.0,11:38,11:39
8,73581,KKBA,380,324,268,212,KAKBARA,1,11:54:00,11:55:00,56,714.0,715.0,11:54,11:55
9,73581,BAKA,405,344,283,222,BANKA,1,12:15:00,12:15:00,61,735.0,735.0,12:15,12:15
1,73582,BAKA,100,100,100,100,BANKA,1,12:25:00,12:25:00,0,745.0,745.0,12:25,12:25
2,73582,KKBA,125,120,115,110,KAKBARA,1,12:34:00,12:35:00,5,754.0,755.0,12:34,12:35
3,73582,KARJ,170,156,142,128,KARJHAUSA,1,12:50:00,12:51:00,14,770.0,771.0,12:50,12:51
4,73582,KTOR,225,200,175,150,KATORIYA,1,13:07:00,13:08:00,25,787.0,788.0,13:07,13:08
5,73582,BHAU,265,232,199,166,BHALUA,1,13:21:00,13:22:00,33,801.0,802.0,13:21,13:22
6,73582,CNDN,300,260,220,180,CHANDAN,1,13:34:00,13:35:00,40,814.0,815.0,13:34,13:35
7,73582,NNWH,340,292,244,196,NEW NAWADIH,1,13:45:00,13:46:00,48,825.0,826.0,13:45,13:46
8,73582,DGHR,370,316,262,208,DEOGHAR,1,13:55:00,13:56:00,54,835.0,836.0,13:55,13:56
9,73582,JSME,405,344,283,222,JASIDIH JN.,1,14:15:00,14:15:00,61,855.0,855.0,14:15,14:15
1,73901,JMP,100,100,100,100,JAMALPUR JN.,1,00:00:00,03:40:00,0,0.0,220.0,00:00,03:40
2,73901,DNRE,295,256,217,178,DHANAURI,1,04:50:00,00:00:00,39,290.0,0.0,04:50,00:00
1,73902,DNRE,100,100,100,100,DHANAURI,1,00:00:00,05:10:00,0,0.0,310.0,00:00,05:10
2,73902,JMP,295,256,217,178,JAMALPUR JN.,1,06:30:00,00:00:00,39,390.0,0.0,06:30,00:00
1,73903,JMP,100,100,100,100,JAMALPUR JN.,1,00:00:00,16:20:00,0,0.0,980.0,00:00,16:20
2,73903,DNRE,295,256,217,178,DHANAURI,1,17:25:00,00:00:00,39,1045.0,0.0,17:25,00:00
1,73904,DNRE,100,100,100,100,DHANAURI,1,00:00:00,18:10:00,0,0.0,1090.0,00:00,18:10
2,73904,JMP,295,256,217,178,JAMALPUR JN.,1,19:25:00,00:00:00,39,1165.0,0.0,19:25,00:00
1,73905,JMP,100,100,100,100,JAMALPUR JN.,1,00:00:00,12:15:00,0,0.0,735.0,00:00,12:15
2,73905,DNRE,295,256,217,178,DHANAURI,1,13:10:00,00:00:00,39,790.0,0.0,13:10,00:00
1,73911,SGG,100,100,100,100,SULTANGANJ,1,00:00:00,05:15:00,0,0.0,315.0,00:00,05:15
2,73911,GNNA,135,128,121,114,GANGANIA,1,05:30:00,05:31:00,7,330.0,331.0,05:30,05:31
3,73911,KPRD,165,152,139,126,KALYANPUR RO,1,05:43:00,05:44:00,13,343.0,344.0,05:43,05:44
4,73911,BUP,185,168,151,134,BARIARPUR,1,05:55:00,05:56:00,17,355.0,356.0,05:55,05:56
5,73911,RPUR,210,188,166,144,RATANPUR,1,06:06:00,06:07:00,22,366.0,367.0,06:06,06:07
6,73911,JMP,240,212,184,156,JAMALPUR JN.,1,06:25:00,00:00:00,28,385.0,0.0,06:25,00:00
1,73912,JMP,100,100,100,100,JAMALPUR JN.,1,00:00:00,03:44:00,0,0.0,224.0,00:00,03:44
2,73912,SGG,240,212,184,156,SULTANGANJ,1,04:58:00,00:00:00,28,298.0,0.0,04:58,00:00
1,73913,SGG,100,100,100,100,SULTANGANJ,1,00:00:00,18:05:00,0,0.0,1085.0,00:00,18:05
2,73913,JMP,240,212,184,156,JAMALPUR JN.,1,19:25:00,00:00:00,28,1165.0,0.0,19:25,00:00
1,73914,JMP,100,100,100,100,JAMALPUR JN.,1,00:00:00,16:20:00,0,0.0,980.0,00:00,16:20
2,73914,RPUR,130,124,118,112,RATANPUR,1,16:36:00,16:37:00,6,996.0,997.0,16:36,16:37
3,73914,BUP,150,140,130,120,BARIARPUR,1,16:47:00,16:48:00,10,1007.0,1008.0,16:47,16:48
4,73914,KPRD,175,160,145,130,KALYANPUR RO,1,16:59:00,17:00:00,15,1019.0,1020.0,16:59,17:00
5,73914,GNNA,205,184,163,142,GANGANIA,1,17:12:00,17:13:00,21,1032.0,1033.0,17:12,17:13
6,73914,SGG,240,212,184,156,SULTANGANJ,1,17:30:00,00:00:00,28,1050.0,0.0,17:30,00:00
1,73916,JMP,100,100,100,100,JAMALPUR JN.,1,00:00:00,12:33:00,0,0.0,753.0,00:00,12:33
2,73916,SGG,240,212,184,156,SULTANGANJ,1,13:45:00,00:00:00,28,825.0,0.0,13:45,00:00
1,74001,DLI,100,100,100,100,DELHI JN.,1,20:05:00,20:05:00,0,1205.0,1205.0,20:05,20:05
2,74001,DEE,120,116,112,108,DELHI-SARAI,1,20:20:00,20:22:00,4,1220.0,1222.0,20:20,20:22
3,74001,PTNR,135,128,121,114,PATEL NAGAR,1,20:27:00,20:28:00,7,1227.0,1228.0,20:27,20:28
4,74001,DEC,170,156,142,128,DELHI CANTT,1,20:40:00,20:41:00,14,1240.0,1241.0,20:40,20:41
5,74001,PM,185,168,151,134,PALAM,1,20:49:00,20:50:00,17,1249.0,1250.0,20:49,20:50
6,74001,SMDP,205,184,163,142,SHAHABAD MUH,1,20:55:00,20:56:00,21,1255.0,1256.0,20:55,20:56
7,74001,BWSN,220,196,172,148,BIJWASAN,1,21:01:00,21:02:00,24,1261.0,1262.0,21:01,21:02
8,74001,GGN,255,224,193,162,GURGAON,1,21:09:00,21:10:00,31,1269.0,1270.0,21:09,21:10
9,74001,BDXT,275,240,205,170,BASAI DHANKO,1,21:16:00,21:17:00,35,1276.0,1277.0,21:16,21:17
10,74001,GHH,300,260,220,180,GARHI HARSAR,1,21:23:00,21:24:00,40,1283.0,1284.0,21:23,21:24
11,74001,PT,345,296,247,198,PATLI,1,21:33:00,21:34:00,49,1293.0,1294.0,21:33,21:34
12,74001,TNJR,360,308,256,204,TAJ NAGAR,1,21:40:00,21:41:00,52,1300.0,1301.0,21:40,21:41
13,74001,JSKA,380,324,268,212,JATAULA JORI,1,21:46:00,21:47:00,56,1306.0,1307.0,21:46,21:47
14,74001,PTRD,405,344,283,222,PATAUDI ROAD,1,21:53:00,21:54:00,61,1313.0,1314.0,21:53,21:54
15,74001,IHP,425,360,295,230,INCHHAPURI,1,22:01:00,22:02:00,65,1321.0,1322.0,22:01,22:02
16,74001,KIP,455,384,313,242,KHALILPUR,1,22:09:00,22:10:00,71,1329.0,1330.0,22:09,22:10
17,74001,KWMD,475,400,325,250,KUMBHAWAS MU,1,22:16:00,22:17:00,75,1336.0,1337.0,22:16,22:17
18,74001,RE,510,428,346,264,REWARI JN.,1,22:35:00,22:35:00,82,1355.0,1355.0,22:35,22:35
1,74002,RE,100,100,100,100,REWARI JN.,1,17:00:00,17:00:00,0,1020.0,1020.0,17:00,17:00
2,74002,KWMD,130,124,118,112,KUMBHAWAS MU,1,17:08:00,17:09:00,6,1028.0,1029.0,17:08,17:09
3,74002,KIP,155,144,133,122,KHALILPUR,1,17:15:00,17:16:00,11,1035.0,1036.0,17:15,17:16
4,74002,IHP,185,168,151,134,INCHHAPURI,1,17:23:00,17:24:00,17,1043.0,1044.0,17:23,17:24
5,74002,PTRD,205,184,163,142,PATAUDI ROAD,1,17:31:00,17:32:00,21,1051.0,1052.0,17:31,17:32
6,74002,JSKA,230,204,178,152,JATAULA JORI,1,17:38:00,17:39:00,26,1058.0,1059.0,17:38,17:39
7,74002,TNJR,245,216,187,158,TAJ NAGAR,1,17:46:00,17:47:00,29,1066.0,1067.0,17:46,17:47
8,74002,PT,265,232,199,166,PATLI,1,17:52:00,17:53:00,33,1072.0,1073.0,17:52,17:53
9,74002,GHH,305,264,223,182,GARHI HARSAR,1,18:02:00,18:03:00,41,1082.0,1083.0,18:02,18:03
10,74002,BDXT,335,288,241,194,BASAI DHANKO,1,18:10:00,18:11:00,47,1090.0,1091.0,18:10,18:11
11,74002,GGN,355,304,253,202,GURGAON,1,18:16:00,18:18:00,51,1096.0,1098.0,18:16,18:18
12,74002,BWSN,390,332,274,216,BIJWASAN,1,18:27:00,18:28:00,58,1107.0,1108.0,18:27,18:28
13,74002,SMDP,405,344,283,222,SHAHABAD MUH,1,18:35:00,18:36:00,61,1115.0,1116.0,18:35,18:36
14,74002,PM,420,356,292,228,PALAM,1,18:42:00,18:43:00,64,1122.0,1123.0,18:42,18:43
15,74002,DEC,440,372,304,236,DELHI CANTT,1,18:49:00,18:50:00,68,1129.0,1130.0,18:49,18:50
16,74002,PTNR,470,396,322,248,PATEL NAGAR,1,19:03:00,19:04:00,74,1143.0,1144.0,19:03,19:04
17,74002,DEE,485,408,331,254,DELHI-SARAI,1,19:13:00,19:15:00,77,1153.0,1155.0,19:13,19:15
18,74002,DLI,510,428,346,264,DELHI JN.,1,19:35:00,19:35:00,82,1175.0,1175.0,19:35,19:35
1,74003,DLI,100,100,100,100,DELHI JN.,1,13:50:00,13:50:00,0,830.0,830.0,13:50,13:50
2,74003,DEE,120,116,112,108,DELHI-SARAI,1,14:05:00,14:06:00,4,845.0,846.0,14:05,14:06
3,74003,PTNR,135,128,121,114,PATEL NAGAR,1,14:14:00,14:15:00,7,854.0,855.0,14:14,14:15
4,74003,DEC,170,156,142,128,DELHI CANTT,1,14:27:00,14:28:00,14,867.0,868.0,14:27,14:28
5,74003,PM,185,168,151,134,PALAM,1,14:36:00,14:37:00,17,876.0,877.0,14:36,14:37
6,74003,SMDP,205,184,163,142,SHAHABAD MUH,1,14:42:00,14:43:00,21,882.0,883.0,14:42,14:43
